item_sku,rec_sku,similarity_score
CTG861K1,CTLU861,58.77
CTG861K1,CTL8850,57.85
CTG861K1,GA1D,57.08
CTG861K1,CAL6EA,57.03
CTG861K1,CTLED861,55.09
CTG861K1,DBTB121,54.68
F101,F281,86.13
F101,F141,84.05
F101,TMD16,83.69
F101,F081,82.23
F101,F221,82
F101,F181,81.79
F101,F261,80.57
F101,TMD9,80.27
F101,TMD11,78.86
F101,F241,78.81
R810SC,R1214SC,70.37
R810SC,R1012C,57.89
R810SC,R1214C,57.71
R810SC,R810C,57.68
R810SC,XS810A,55.1
R810SC,SSDMRT8A,53.37
R810SC,R1618C,53.08
R810SC,R1011C,53.03
R810SC,PWC52A,52.7
R810SC,AWEF11K,50.44
SWM211,SWM221,90.94
SWM211,SWM241,86.09
SWM211,SWM231,82.84
SWM211,SWM201,75.5
SWM211,SWM191,71.2
SWM211,SWM291,70.05
SWM211,SWM161,68.78
SWM211,SWM301,65.39
SWM211,SWM281,64.89
SWM211,SWM271,64.85
209FUMY,210FCOMA,58.69
209FUMY,GA3634A,46.1
209FUMY,206EFAML,43.91
209FUMY,313SMYA,43.24
209FUMY,313TSMYA,42.75
209FUMY,313TWMYA,42.74
209FUMY,206AFSA,42.62
209FUMY,ATECH1FS300,42.39
209FUMY,L62,42.18
209FUMY,313TSYA,41.6
TXM72,TK72,78.46
TXM72,TKF72,75.05
TXM72,BLPEXTF146,67.02
TXM72,BLPEXTF388,63.31
TXM72,TX72,62.83
TXM72,XFR704,62.37
TXM72,TLLF72,61.71
TXM72,FK80,60.28
TXM72,RAF80A,58.99
TXM72,UPT2FL,58.37
QD1RN25B,QD2RN100A,85.44
QD1RN25B,QD3RN350A,66.49
QD1RN25B,XLE605,54.03
QD1RN25B,GM3046,51.38
QD1RN25B,UTV617A,50.63
QD1RN25B,208EFTABMY,49.64
QD1RN25B,213AFLEY,49.21
QD1RN25B,S9711KA,49.16
QD1RN25B,210AFLEY,47.78
QD1RN25B,AWM14D,46.85
SS5A,BTC7B,69.66
SS5A,SGDP162BR,69.52
SS5A,TW461,66.26
SS5A,OEXM6B,65.13
SS5A,FBST338,63.71
SS5A,GA296B,63.11
SS5A,RULER601,62.91
SS5A,TW381,62.62
SS5A,TWM28,62.59
SS5A,PT28E,62.28
TMP22E,TMP23E,89.35
TMP22E,TMC104E,79.86
TMP22E,TMC106E,72.18
TMP22E,TM82,63.92
TMP22E,TMR4R,54.74
TMP22E,SSDMRT8A,54.08
TMP22E,BLPBTW8,52.36
TMP22E,TM61A,52.31
TMP22E,TM77,51.69
TMP22E,TM62B,51.3
SOEXM140,SOEXM120,93.57
SOEXM140,SOEXM170,91.54
SOEXM140,SOEXM150,86.25
SOEXM140,SOEXM130,81.6
SOEXM140,SOEXM110,74.73
SOEXM140,SOEXM100,63.67
SOEXM140,IMFLE120A,49.18
SOEXM140,SGAS102BR,46.19
SOEXM140,TW201,45.93
SOEXM140,TA4505,45.42
R3840A,R2630C,79.61
R3840A,PKN3,73.06
R3840A,R2024C,72.53
R3840A,AWSGM8A,72.16
R3840A,SGTT8B,72.12
R3840A,LDTJT512,71.81
R3840A,OFC68-14,71.61
R3840A,AWCG1608B,71.18
R3840A,AWBCG1609,68.87
R3840A,AWBMCG1608,67.38
FM12,FM10,54.83
FM12,BOERM12,54.17
FM12,TW241,45.28
FM12,SEPAADS,44.47
FM12,TW201,42.66
FM12,TMM16,42.37
FM12,TW301,41.61
FM12,FTXB45E,40.64
FM12,FS161,40.47
FM12,TW161A,40.39
LSR1580,LSR1250,60.82
LSR1580,LSR1000EXT,54.55
LSR1580,A3046,51.14
LSR1580,SIMM170,49.96
LSR1580,LSR1150,49.59
LSR1580,ASGP1BR,48.65
LSR1580,SIMM220,45.81
LSR1580,ECPRL092,45.44
LSR1580,LSR1450,44.34
LSR1580,FTXB45E,43.31
FS121,FS241,87.7
FS121,FS221,83.4
FS121,FS201,82.26
FS121,FS141,79.23
FS121,FS181,76.31
FS121,FS161,75.91
FS121,PKB52A,64.21
FS121,STMM6,58.13
FS121,TMMD10,55.6
FS121,FM15,55.27
AWCPEF16K,UPTLP2,67.7
AWCPEF16K,UIM2LT,63.89
AWCPEF16K,BLPTXK4,62.16
AWCPEF16K,TL900L,57.49
AWCPEF16K,AWBXL13,57.3
AWCPEF16K,10SSD,56
AWCPEF16K,GA265A,55.95
AWCPEF16K,HSPD16,55.82
AWCPEF16K,TPM16,55.1
AWCPEF16K,LP7WR,54.26
PT10C,RULER602,79.68
PT10C,SGD4120BR,76.94
PT10C,PK52A,74.15
PT10C,SGHF616BR,71.39
PT10C,SGD4BR,68.75
PT10C,PPC4A,68.66
PT10C,SGD6BR,68.29
PT10C,ECF35,67.67
PT10C,SGDP31IRBR,66.33
PT10C,AWS13,65.81
TMMS9,TMMS5.5,84.39
TMMS9,TMMS6,80.48
TMMS9,TMMS5,74.84
TMMS9,TMMS7,69.55
TMMS9,TMMS11,68.52
TMMS9,TMMS8,65.2
TMMS9,TMMS15,61.59
TMMS9,TMMS10,59.7
TMMS9,TMMS13,57.75
TMMS9,TMMS4,55.64
307ESAY,307ESAMY,69.43
307ESAY,OEX44B,69.26
307ESAY,OEX38B,68.05
307ESAY,RXFS2836B,64.88
307ESAY,OEX42B,64.07
307ESAY,L8112A,60.16
307ESAY,314SCOA,59.49
307ESAY,312IPL,59.21
307ESAY,OEX714KB,59.13
307ESAY,206AFSA,58.51
BFCR708A,BFCRM712A,81.15
BFCR708A,SSR7,48.24
BFCR708A,TMS70A,39.93
BFCR708A,TMA2.5E,38.26
BFCR708A,L62,38.07
BFCR708A,SODC1,37.35
BFCR708A,R1012C,35.87
BFCR708A,LDH562,35.4
BFCR708A,ACTR1234YF,34.93
BFCR708A,AWEF11K,34.71
VSM807B,OXIM710B,77.06
VSM807B,PBMP703A,75.74
VSM807B,205IPF,73.57
VSM807B,VS814A,71.73
VSM807B,PBS704,70.93
VSM807B,211FCOA,69.54
VSM807B,PPC715BK,68.35
VSM807B,XO605,68.27
VSM807B,305SXWP,67.98
VSM807B,307IPLY,67.64
SDM251C,SDM252C,93.74
SDM251C,AWEFBH9K,47.95
SDM251C,FTXB45E,46.04
SDM251C,AWS13-1,45.93
SDM251C,PKN4,45.41
SDM251C,S6103A,44.93
SDM251C,MTTL310,44.19
SDM251C,JT17A,43.97
SDM251C,FB316B,43.82
SDM251C,SDMT25D,43.64
PTGR450,PDR5000A,82.2
PTGR450,SAG03S20,64.57
PTGR450,PTGR100,64.21
PTGR450,SDG10S25F,62.98
PTGR450,VWB8B,62.09
PTGR450,PTC250,61.54
PTGR450,PTGR110,61.28
PTGR450,PDR3000A,60.3
PTGR450,BLPPB704,60.21
PTGR450,PT450-WH,58
MAGMICRO,MAGSTRIP,85.25
MAGMICRO,MAGMINI,85.19
MAGMICRO,MAGMAT,73.06
MAGMICRO,MAGTRAY,71.71
MAGMICRO,MAGDISH,70.54
MAGMICRO,KACKMCFIBER1,70.28
MAGMICRO,CLRPW75,68.02
MAGMICRO,UKBU10,64.15
MAGMICRO,PLRK30,64.07
MAGMICRO,HCP48BCF,64.03
PT450-WH,CTGR-CW50,66.51
PT450-WH,PTGR450,58
PT450-WH,SWG10S1245,57.42
PT450-WH,CTRS761AK2,56.92
PT450-WH,SAG03S20,52.94
PT450-WH,HR-26PKC,51.06
PT450-WH,SDG10S25F,50.57
PT450-WH,CTLED9050,49.06
PT450-WH,AT425R,48.22
PT450-WH,CTL8850,47.59
RBYA605,WTG10A,62.99
RBYA605,XDHF605,62.1
RBYA605,BLPBTW4,60.54
RBYA605,PWC52A,58.44
RBYA605,SSDMRT8A,57.31
RBYA605,SGDMRC108A,55.49
RBYA605,RBYAM605,53.75
RBYA605,T72FOD,53.43
RBYA605,TMR4R,52.24
RBYA605,TM10G,50.87
FA12LE,TMUS141A,97.96
FA12LE,FAML6E,97.69
FA12LE,FRX181,97
FA12LE,TMUS181A,94.69
FA12LE,SA16E,93.09
FA12LE,FLE140A,92.96
FA12LE,F161,92.38
FA12LE,GF22,90.95
FA12LE,FABLM5E,89.79
FA12LE,HD6529,89.79
ACTUVINJKTB,OFC74762-15,54.66
ACTUVINJKTB,SEPACTEST,53.91
ACTUVINJKTB,ACT9103,53.45
ACTUVINJKTB,IPL32C,52.98
ACTUVINJKTB,AWTR8-3,52.46
ACTUVINJKTB,AWML12D,50.47
ACTUVINJKTB,MT302BR,49.98
ACTUVINJKTB,OFC76-30,48.87
ACTUVINJKTB,AWTR8-7,48.84
ACTUVINJKTB,FCT706,48.71
310SWMYA,313SMYA,69.84
310SWMYA,SR80A,66.78
310SWMYA,313SWMYA,65.96
310SWMYA,313SWYA,65.23
310SWMYA,313SYA,62.95
310SWMYA,313TSYA,61.84
310SWMYA,212SFMY,61.05
310SWMYA,313TWYA,60.92
310SWMYA,313TSMYA,57.41
310SWMYA,OEX714KB,54.98
207IMFMS,312IMMS,50.16
207IMFMS,OEXM707B,48.39
207IMFMS,210IMFSYA,45.77
207IMFMS,CTLED9050,45.62
207IMFMS,303SXWKL,43.44
207IMFMS,112RTSMA,42.67
207IMFMS,307ESAMY,42.21
207IMFMS,310TWMYA,41.58
207IMFMS,PALMRAT,41.39
207IMFMS,112SIMTMM,40.81
SRES24,TMR4,55.2
SRES24,MSK10,53.77
SRES24,XO605,52.07
SRES24,PALMRAT,51.72
SRES24,PL803A,48.49
SRES24,E1020,47.41
SRES24,86EP,46.15
SRES24,PPK15,45.43
SRES24,YA2019,45.37
SRES24,YA389A,45.04
LSR1450,LSR1000EXT,94.19
LSR1450,208EFTAMXSY,79.16
LSR1450,BLPH1217,70.33
LSR1450,QD3RN350A,62.72
LSR1450,SEPIMMSIMM,61.77
LSR1450,AWCGT500,60.83
LSR1450,UTS105A,60.13
LSR1450,TWM27,59.81
LSR1450,S3624,55.53
LSR1450,GM3046,54.78
SAG03S20,PDR3000A,74.08
SAG03S20,PTGR100,73.81
SAG03S20,PTC250,71.62
SAG03S20,PTR2500,70.46
SAG03S20,AT425R,69.06
SAG03S20,HR-26PKC,68.65
SAG03S20,PTGR110,68.32
SAG03S20,SDG10S25F,67.34
SAG03S20,VWB8B,66.48
SAG03S20,PDR5000A,65.94
ATKIFL,ATI590SMKSP1,51.94
ATKIFL,ATI590RGK-4X,47.95
ATKIFL,218AFP,41.52
ATKIFL,WTG8A,40.31
ATKIFL,SEPACAO,39.71
ATKIFL,R1618SC,37.53
ATKIFL,AWS13-6,35.28
ATKIFL,317MPC,33.63
ATKIFL,AWMG9-8,33.18
ATKIFL,BT101,32.56
TB40,EARPLUGBAND,66.51
TB40,CLRPW75,56.19
TB40,PHT5,54.85
TB40,GLOVE300BL,52.94
TB40,FB316B,52.18
TB40,RULER6,51.5
TB40,TPMB25EM,51.48
TB40,OEX707B,51.32
TB40,FB361A,50.96
TB40,YA339A,50.88
TWM29,TWM31,98.3
TWM29,TWM28,94.2
TWM29,TWM26,91.79
TWM29,TWM25,91
TWM29,TWM23,86.85
TWM29,TWM24,84.28
TWM29,TWM30,83.65
TWM29,TWM20,82.7
TWM29,TWM22,81.94
TWM29,TW461,80.05
SIMM170,SIMM220,85.55
SIMM170,SIMM160A,84.62
SIMM170,SIMM190,82.17
SIMM170,SIMM180,80.25
SIMM170,SIMM210,79.9
SIMM170,SIMM140A,79.59
SIMM170,SIMM150A,78.83
SIMM170,SIMM200,76.61
SIMM170,SIMM130A,76.05
SIMM170,SIMM230,75.92
BLPT147,BLPT149,84.52
BLPT147,BLPT148,83.23
BLPT147,BLPT1410,80.78
BLPT147,BLPT1420,78.59
BLPT147,BLPT1425,76.8
BLPT147,BLPT1427,74.88
BLPT147,BLPHL387,71.35
BLPT147,BLPT146,70.72
BLPT147,BLPT1260,70.4
BLPT147,BLPHL144,69.58
BLP13HVLP,BLP10MHVLP,85.26
BLP13HVLP,BLP18HVLP,84.92
BLP13HVLP,BLP14HVLP,81.28
BLP13HVLP,BF555,79.19
BLP13HVLP,BLP15HVLP,70.37
BLP13HVLP,AT408,70.15
BLP13HVLP,SHP253438,66.98
BLP13HVLP,AT475A,64.55
BLP13HVLP,AT425R,61.35
BLP13HVLP,14V,60.98
VGP12808,VGP12418,92.34
VGP12808,VGP12509,90.73
VGP12808,VGP12406,89.79
VGP12808,VGP22418,89.56
VGP12808,VGP22412,82.62
VGP12808,A159,81.73
VGP12808,VGP12412,76.46
VGP12808,BF775C-A,74.71
VGP12808,HR-26PKC,73.41
VGP12808,AT425R,72.28
BLPTE3816,BLPTE3814,96.88
BLPTE3816,BLPTE3810,96.14
BLPTE3816,BLPTE3812,95.65
BLPTE3816,OXIM6B,80.18
BLPTE3816,BLPH124,54.11
BLPTE3816,BLPTE1220,52.12
BLPTE3816,BLPTE1218,51.64
BLPTE3816,BLPTE144,50.1
BLPTE3816,OXIM7B,49.45
BLPTE3816,BLPTE1224,45.93
TN72,TMXK110,62.52
TN72,111STMMDY,61.87
TN72,TMR4,61.85
TN72,SG5ASABR,61.3
TN72,TMS4E,56.21
TN72,FXK4,55.45
TN72,XB605A,54.23
TN72,OXIM707SBK,53.87
TN72,TZERO,53.7
TN72,TL72,53.18
SGA175BR,SGA174BR,70.37
SGA175BR,HBBT16,59.83
SGA175BR,SPBS36AR,57.34
SGA175BR,HBBD56,57
SGA175BR,AT4101,56.38
SGA175BR,MS400A,55.09
SGA175BR,HCP48BCF,54.97
SGA175BR,210FCOMA,54.65
SGA175BR,FADH12C,54.23
SGA175BR,SGA1710BR,54.04
CTLFD761,CTLAR761,81.35
CTLFD761,CTLED861,71.87
CTLFD761,CTRS761AK2,68.77
CTLFD761,CTB8174,63.06
CTLFD761,CTL8850,61.12
CTLFD761,CTLMAG-BOOT,61.11
CTLFD761,CTC772A,59.23
CTLFD761,CTLU861,58.22
CTLFD761,CTQ838DB,57.29
CTLFD761,CTLED9050,56.08
TW121A,TW141A,77.43
TW121A,TW281,74.54
TW121A,TW161A,74.51
TW121A,TW261,74.35
TW121A,TW221,71.45
TW121A,TW201,69.25
TW121A,TW181A,66.13
TW121A,TW241,65.57
TW121A,TW301,61.55
TW121A,SWM181,61.4
SEPAADS,FM12,44.47
SEPAADS,KRA62D,37.88
SEPAADS,SEPU38TW,31.83
SEPAADS,RBM1011C,29.62
SEPAADS,SEPU12TW,29.5
SEPAADS,TW221,29.08
SEPAADS,KRA1421PWZ,27.5
SEPAADS,DDG16,25.84
SEPAADS,TMMD9,25.33
SEPAADS,RBM910C,24.97
14V,BF775C-A,94.78
14V,GA243,91.67
14V,A159,80.91
14V,14V12,78.84
14V,AT425R,74.99
14V,PK50A,74.9
14V,AT408,74.61
14V,YA109C,72.62
14V,AT475A,72.08
14V,VGP12808,68.09
ACT900,RADKITULTRA,65.42
ACT900,ACTR1234YF,64.54
ACT900,ACT925,64.48
ACT900,RTEMP8,63.66
ACT900,SVTA9100,62.67
ACT900,SEPBRKINSDIA,62.5
ACT900,ACT9103,61.02
ACT900,CJ2001P,60.75
ACT900,ACT1297,59.62
ACT900,LDT40,59.03
YA6160,XDHFM606K1,62.09
YA6160,RCR1,51.6
YA6160,SGA1713B,50.98
YA6160,MTTL750,50.19
YA6160,OFC86-16,47.78
YA6160,IPLM22C,46.44
YA6160,BDGPL412HG,46.38
YA6160,AWM14D,46.3
YA6160,SGA1714B,45.01
YA6160,GAX36,44.88
STMD11,STMD12,92.77
STMD11,STMD9,92.54
STMD11,STMD14,89.41
STMD11,STMD10,88.8
STMD11,TMD10,86.78
STMD11,STMD18,85.81
STMD11,TMD11,84.51
STMD11,TMD14,83.81
STMD11,TMD18,83.36
STMD11,STMD16,83.01
2003LN,305TSKTA,60.29
2003LN,BOERM704,60.06
2003LN,312IMMS,59.72
2003LN,BTCP1,58.85
2003LN,WHM1,57.7
2003LN,OFC14KT,55.9
2003LN,112SIMTMM,55.75
2003LN,210AFLEY,53.81
2003LN,304IMX,53.36
2003LN,SN25A,53.27
MRB15B,MRB12B,69.93
MRB15B,MRB10B,68.02
MRB15B,ECHDB022,57.21
MRB15B,MRB5B,54.16
MRB15B,GAX36,52.4
MRB15B,JCW62R,50.83
MRB15B,BTCW800,50.71
MRB15B,KASS13,50.7
MRB15B,TIF160,49.84
MRB15B,305SIMMY,49.78
TRF72,TRX72,68.94
TRF72,FC72,67.88
TRF72,T72FOD,60.91
TRF72,TM72,59.75
TRF72,FZ80,58.64
TRF72,TNF72,57.47
TRF72,TR72,55.62
TRF72,FCF72,55.34
TRF72,FF80A,54.8
TRF72,112TMMSY,54.13
SWM221,SWM211,90.94
SWM221,SWM241,87.6
SWM221,SWM231,84.5
SWM221,SWM201,82.86
SWM221,SWM191,74.44
SWM221,SWM291,73.77
SWM221,SWM151A,72.1
SWM221,SWM161,71.6
SWM221,SWM281,68.94
SWM221,SWM251,67.43
SFSM11,SFSM14,86.59
SFSM11,SFSM10,85.58
SFSM11,SFSM13,84.75
SFSM11,SFSM12,84.13
SFSM11,SFSM17,82.68
SFSM11,SFSM15,82.51
SFSM11,SFSM19,82.33
SFSM11,SFSM16,81.79
SFSM11,SFSM8,80.94
SFSM11,SFSM18,78.55
BDGPL411HG,BDGPL410HG,93.45
BDGPL411HG,BDGPL412HG,91.08
BDGPL411HG,MS400A,61.69
BDGPL411HG,HCP48BCF,60.6
BDGPL411HG,REX13C,59.78
BDGPL411HG,HBBT16,59.02
BDGPL411HG,PLRK30,58.05
BDGPL411HG,UIM2RSLT,56.64
BDGPL411HG,PLRK27,55.78
BDGPL411HG,PLRK21,55.13
PL344BCFND,PTM30,62.99
PL344BCFND,PLRK21,61.87
PL344BCFND,TPM16GRN,59.59
PL344BCFND,PLRK27,59.32
PL344BCFND,TPMB25EMORG,58.72
PL344BCFND,PBMP12A,58.46
PL344BCFND,PTM2,57.84
PL344BCFND,TPMB25EMGRN,57.55
PL344BCFND,TPMB25GRN,57.12
PL344BCFND,MAGTRAY,55.66
SEPHDSETAOB,9100GSM,91.21
SEPHDSETAOB,9100GSO,51.79
SEPHDSETAOB,SEPPROK1POT,41.27
SEPHDSETAOB,SEPPWRSPORT,41.24
SEPHDSETAOB,QD1R200A,40.75
SEPHDSETAOB,KRSC326FPBO,38.23
SEPHDSETAOB,EESC332INSTU,34.06
SEPHDSETAOB,EEPV503,33.88
SEPHDSETAOB,MTEE6,32.89
SEPHDSETAOB,A277,31.79
CTPP861K2,CTRS761ADB,63.57
CTPP861K2,CT825DB,49.95
CTPP861K2,CTLAR761,49.24
CTPP861K2,CTRS761AK2,48.69
CTPP861K2,CTG861K1,47.89
CTPP861K2,CTLED861,47.09
CTPP861K2,CTSG861DB,44.38
CTPP861K2,CTDFL861,41.96
CTPP861K2,112SIMTMM,41.08
CTPP861K2,PTC250,40.88
SGA1710BR,IPDLM13A,61.38
SGA1710BR,SGA1713B,55.68
SGA1710BR,SGA175BR,54.04
SGA1710BR,SGA174BR,52.93
SGA1710BR,IPLM19C,52.79
SGA1710BR,XDHFM606K1,52.67
SGA1710BR,PHP3A,52.6
SGA1710BR,IPLM21C,52.52
SGA1710BR,PLRK30,51.74
SGA1710BR,912AEP,51.23
SRP3B,ACT83A,70.69
SRP3B,B3404B,67.77
SRP3B,BT11,62.62
SRP3B,PPC204A,62.42
SRP3B,S6118A,62.36
SRP3B,GA460B,61.98
SRP3B,OEXM8B,61.44
SRP3B,SRP3A,61.14
SRP3B,LP7WR,60.97
SRP3B,BP32B,60.7
R1012C,R1011C,76.42
R1012C,R810C,71.44
R1012C,R2428C,70.93
R1012C,R1214SC,70.48
R1012C,R1214C,68.9
R1012C,TMA4.5E,66.75
R1012C,TM408,64.67
R1012C,R2022C,64.21
R1012C,TMA6E,62.8
R1012C,R1618C,62.76
YA2019,ST50A,77.23
YA2019,YA2020,77.02
YA2019,BLPEXTF146,75.34
YA2019,PPK15,72.58
YA2019,BLPEXTF388,71.39
YA2019,YA337A,67.84
YA2019,BLPBTWSET,66.43
YA2019,TMR4,65.92
YA2019,AVSNP01160,65.67
YA2019,PT40B,64.2
TW301,TW321,90.38
TW301,TW341,83.54
TW301,TW361,80.56
TW301,TW261,71.63
TW301,SW301,69.32
TW301,TW461,65.24
TW301,TM04,65
TW301,TW401,64.59
TW301,TW441,64.26
TW301,SWM191,63.12
MTTL750,MTTL433,64.93
MTTL750,LDT6,53.09
MTTL750,FZ4B,51.25
MTTL750,YA6160,50.19
MTTL750,ECPRN062,49.66
MTTL750,BT1360,47.14
MTTL750,TA32A,46.96
MTTL750,SGA1714B,46.75
MTTL750,LDT3730,46.54
MTTL750,TPMB25EMGRN,43.23
IM280,IM240,88.81
IM280,IM260,88.28
IM280,SIM320,87.23
IM280,IM320,85.54
IM280,SIM240,84.03
IM280,IM200,82
IM280,SIM260,78.63
IM280,IM160A,78.18
IM280,SIM360,77.45
IM280,SIM280,76.13
BLPH124,BLPH125,82.94
BLPH124,BLPH389,74.02
BLPH124,FAM8E,73.86
BLPH124,BLPH386,73.38
BLPH124,BLPH387,72.46
BLPH124,BLPTE3812,70.81
BLPH124,BLPH126,69.82
BLPH124,BLPH388,63.99
BLPH124,BLPH38732,63.24
BLPH124,BLPT1255,63.15
IMM140A,IMM130A,88.38
IMM140A,IMM120A,85.98
IMM140A,SIMM130A,82.97
IMM140A,SIMM140A,82.66
IMM140A,SIMM120A,79.9
IMM140A,IMM220,78.57
IMM140A,IMM170A,77.91
IMM140A,IMM240,77.61
IMM140A,SIMM110A,77.5
IMM140A,IMM200,77.48
STMM6,STMM13,90.13
STMM6,TMM6,89.58
STMM6,TMM9,87.97
STMM6,STMM7,87.95
STMM6,STMM11,87.19
STMM6,TMM7,86.9
STMM6,TMM12,85.94
STMM6,STMM12,85.86
STMM6,STMM8,84.09
STMM6,STMM5.5,83.95
TMR4R,T72FOD,68.7
TMR4R,SSDMRT8A,66.04
TMR4R,BLPBTW4,64.11
TMR4R,TM10G,62.13
TMR4R,BTWS,61.02
TMR4R,PPK300,59.32
TMR4R,R810C,58.59
TMR4R,PWC52A,57.43
TMR4R,TL72FOD,56.08
TMR4R,WTG10A,55.54
AT670,AT380A,58.15
AT670,AT700F,53.61
AT670,414AHD,50.09
AT670,SEPFAR7200K,48.79
AT670,SDG10S25F,47.35
AT670,ACT413A,44.57
AT670,SEPDIESELADD,44.54
AT670,PDR5000A,43.77
AT670,BLPPB704,43.3
AT670,307IPLY,42.6
1210B,PPB826A,79.62
1210B,1512B,78.42
1210B,PPB816A,76.92
1210B,208CCP,76.42
1210B,GAJ12A,75.79
1210B,1650,75.19
1210B,2050,74.93
1210B,PPC820B,74.88
1210B,AWM140DK,74.01
1210B,PPC208A,73.99
SEPPROK12PBO,BLPHL38516,36.46
SEPPROK12PBO,BLPHL38732,35.65
SEPPROK12PBO,SEPPROK12POT,31.91
SEPPROK12PBO,BLPTS1450,31.66
SEPPROK12PBO,CT9080K2,28.92
SEPPROK12PBO,AWTR8-4,28.34
SEPPROK12PBO,TMMD11,27.87
SEPPROK12PBO,AWM2-1/2D,27.5
SEPPROK12PBO,PBN14,27.37
SEPPROK12PBO,TMMD9,27.14
L8112A,L872RM,94.31
L8112A,L872,92.86
L8112A,L872RJ,90.53
L8112A,L62,69.84
L8112A,GLAS1F,63.4
L8112A,314SCOA,61.1
L8112A,307ESAY,60.16
L8112A,PBMP8A,57.39
L8112A,L122,56.18
L8112A,429IM,55.05
213TFSYA,REX25C,57.69
213TFSYA,TA32A,55.37
213TFSYA,SVTS264,48.8
213TFSYA,YA1175KIT,46.82
213TFSYA,LIL59000,46.47
213TFSYA,209TFSMYA,45.66
213TFSYA,EECS150,42.87
213TFSYA,OFCA2,41.77
213TFSYA,SVTA9100,40.64
213TFSYA,106IPTMMA,40.51
SF201,SF241,91.6
SF201,F241,88.43
SF201,SF221,86.3
SF201,SF181,85.17
SF201,F281,85.07
SF201,SF141,84.58
SF201,F201,84.51
SF201,F141,83.97
SF201,SF261,83.23
SF201,SF281,83.22
BT1360,BT518,61.27
BT1360,BST103R,49.62
BT1360,BTGHD9,48.54
BT1360,TC15A,47.49
BT1360,MTTL750,47.14
BT1360,BT101,45.3
BT1360,TPMB25EMGRN,45.02
BT1360,MRB15B,43.56
BT1360,IPL38C,42.08
BT1360,PLRK27,41.39
UTV617A,UTV616A,93.69
UTV617A,208EFTAMXSY,65.31
UTV617A,UTV618A,54.29
UTV617A,BLPH1217,53.36
UTV617A,A127,52.14
UTV617A,UTV615A,51.82
UTV617A,QD1RN25B,50.63
UTV617A,SWM171,49.61
UTV617A,AWM14D,47.69
UTV617A,S3624,46.89
TWM28,TWM31,94.21
TWM28,TWM29,94.2
TWM28,TWM26,92.44
TWM28,TWM25,90.93
TWM28,TWM30,90.65
TWM28,TWM32,87.15
TWM28,TWM23,83.75
TWM28,TWM24,82.76
TWM28,TW461,82.64
TWM28,TWM20,79.24
9100GSO,SEPHDSETAOB,51.79
9100GSO,9100GSM,50.83
9100GSO,SEPPWRSPORT,37.73
9100GSO,FTX45E,36.52
9100GSO,SEPPROK1PWZ,35.25
9100GSO,FTX40E,32.24
9100GSO,SEPPROK1POT,31.77
9100GSO,AWMCG1603B,31.62
9100GSO,AWSGTRP20A,31.46
9100GSO,VWB2B,30.33
OFSKIT,BTCW800,78.84
OFSKIT,BTCP2SA,70.98
OFSKIT,OFC14KT,67.15
OFSKIT,OFCA2,62.82
OFSKIT,YA4050B,60.42
OFSKIT,S3624,59.82
OFSKIT,312SIMM,59.73
OFSKIT,IM1PT,58.33
OFSKIT,GAX36,57.45
OFSKIT,LSR1500,57.31
BLPTE148,BLPTE146,82.39
BLPTE148,BLPTE1220,64.08
BLPTE148,BLPTE1222,63.19
BLPTE148,BLPTE1218,62.08
BLPTE148,BLPTE1224,61.58
BLPTE148,BLPTE145,60.61
BLPTE148,BLPTE147,59.47
BLPTE148,BLPTE144,56.69
BLPTE148,BLPH388,53.99
BLPTE148,BLPT1430,51.95
PW18C,1512B,76.35
PW18C,BPPC1878,64.49
PW18C,SW381,60.48
PW18C,2050,60.4
PW18C,UTK100,60.11
PW18C,PPB826A,59.23
PW18C,PPC6LB,58.73
PW18C,BTC3A,57.37
PW18C,A91F,56.49
PW18C,JCW62R,56.23
EECR5A,EEJP201MBKA-NA,52.68
EECR5A,310SWMYA,45.82
EECR5A,BDGPL410HG,37.1
EECR5A,110RTSMA,35.28
EECR5A,EEDM525F,35.1
EECR5A,CT9080K2,34.83
EECR5A,LSR1500,34.39
EECR5A,AWSGT800A,33.45
EECR5A,AYESSETC,32.5
EECR5A,CTPP861K2,31.91
SWM141A,SWM121A,69.49
SWM141A,SWM151A,63.35
SWM141A,SWM181,58.45
SWM141A,SWM131A,58.33
SWM141A,SWM241,56.64
SWM141A,TWM18,56.31
SWM141A,TWM19,56.07
SWM141A,SWM161,54.55
SWM141A,SWM201,54.05
SWM141A,TMMS4.5,53.85
A50A,A36A,87.86
A50A,ACT407,64.23
A50A,BLPPB704,63.34
A50A,210FRXM,61.31
A50A,MSK10,61.14
A50A,PBMP703A,60.99
A50A,BEXD10A,60.83
A50A,210FRHMA,60.09
A50A,GA3634A,59.51
A50A,2005BSKA,59.11
SW361,SW321,91.19
SW361,SW301,82.76
SW361,SW261,81.47
SW361,SW281,77.34
SW361,SW341,65.96
SW361,SW221,64.66
SW361,SW241,63.14
SW361,SW181A,59.82
SW361,313SWYA,59.25
SW361,SW401,58.72
FRW10,ECSPH271,57.44
FRW10,EESC332INSTU,54.77
FRW10,MAGMAT,50.97
FRW10,CT9080K2,48.75
FRW10,ECHDE052,47.19
FRW10,PTM30,46.18
FRW10,TRX72,46.18
FRW10,FC72,45.83
FRW10,MSK10,45.45
FRW10,SOXRR707A,44.71
SSR7,TM77,70.36
SSR7,PWC52A,66.94
SSR7,SSDMRT8A,66.79
SSR7,SSM5A,65.18
